movie_title,review
눈물의 여왕,결혼후 다시 사랑한다는 건.. 부디 이들에게 해피엔딩이길
눈물의 여왕,얼굴이 미장센이고 얼굴이 서사인데 뭐가 더 필요하단말인가
눈물의 여왕,"소문난 잔치라서 와보긴 했지만, 배우들이 다했네. 스토리나 연출이 매력적인지는 잘 모르겠음. 앞으론 요약짤로 봐도 충분하다고 생각한다. 비틀어도 클리세는 클리세구나."
눈물의 여왕,배우와 연기는 좋은데 아직까진 극이 아쉽. 김수현 겨드랑이 애교 긔여웠긔
눈물의 여왕,표절없으면 뼈만 남는 박지은
눈물의 여왕,김지원만 보임 캐릭터에 완전 찰떡! 후반부 제발 잘 이어나가길
눈물의 여왕,슬픈 드라마일 줄 알았는데 김수현님 혼자 코메디 해 주는 드라마였는데... 점점... 실망스럽다가... 엔딩에서는 정말 짜증이 났다... 역시 한국 드라마 엔딩이 아쉽다.
눈물의 여왕,오랫만에 보는 눈이 훈훈한 드라마
눈물의 여왕,진짜 이 드라마보고 후한 점수 준다는 건 이해 불가.. 노잼이고 무슨 드라마가 설득을 줘야 하는데 고구마 1억개 먹는 느낌을 뭘까? 단지 출연자보고 드라마 보는 건 실망스럽다
눈물의 여왕,표절작품을 고급으로 포장해둔
눈물의 여왕,눈물의 여왕은 나였나..
눈물의 여왕,김지원+김수현의 연기가 다했다 로코에서 연기대결을 볼 줄이야!!
눈물의 여왕,5화정도까지는 훌륭했다 시간이 지나고 다시 보고 싶은 작품이 있고 시간이 지나도 다시 보고싶은 생각이 전혀 안드는 작품이 있는데 이 작품은 명백히 후자 연출과 스토리의 멸망...
눈물의 여왕,"스토리만 보면 유치한 로맨스. 하지만 배우들의 연기와 비주얼은 빈 서사를 매우다 못해 세기의 로맨스를 완성. 두 사람, 이렇게까지 연기를 잘했었나..."
눈물의 여왕,표절작을 굳이.
눈물의 여왕,재미있다 김수현배우님의 연기는 진짜 짱 스토리가 부디 고구마가 아니길
눈물의 여왕,얼마나 빨리 달리느냐보다 얼마나 잘 멈추는지가 중요하다는걸 뒤로 갈수록 개판되는 드라마를 보니 절절히 느낀다. 배우들만 열일하네.
눈물의 여왕,"김지원은 쌈마이웨이 , 태.후로 이미 반대되는 캐릭터에서 오는 기대감이있었는데 이번건 전작도 물론그랬지만 이쁘기까지함 김수현은 별그대와 사이코지만ㅡ등 울려야한다는 말이 다시한번 백"
눈물의 여왕,사랑해서 결혼하는데 결혼 하면 사랑을 안하는 이 세상 수많은 커플들에게 익숙함에 소중함을 알려주는 드라마
눈물의 여왕,단지 출연자보고 드라마 보는 건 실망스럽다
눈물의 여왕,어디서 본 듯 한 서사가 이제는 짜증이 날 듯
눈물의 여왕,눈여로 올 한해 행복했어요
눈물의 여왕,대사 한마디 한마디가 와닿아서 울다가 웃다가 오랜만에 잼나게 봄 반전에 반전 아놔 작가님 너무 하심
눈물의 여왕,엔딩 장면은 아쉬움이 남지만 이외에 배우님들의 연기는 압도적이었습니다 2024 최고의 드라마!!
눈물의 여왕,솔직히 유치했음.. 박지은 작가는 김수현 김지원에게 백번 절하십쇼..
눈물의 여왕,단편적인 서사와 억지 전개에 갈수록 매력이 떨어진 드라마
눈물의 여왕,간만에 울고 웃으며 본 로코. 근데 어째 갈수록 연기력을 대본이 못따라가는 것 같음.. 배우들 연기는 다 넘 좋습니다
눈물의 여왕,두남녀 주인공이 다 한 드라마 얼굴도 연기도 예술
눈물의 여왕,외로워도 슬퍼도 나는 안울어..남성 캔디의 탄생
눈물의 여왕,비주얼이 재미져요
눈물의 여왕,이 착품을 몇번이나 봤는줄 몰라요 제 인생드라마입니다 김수현 배우님 쵝오
눈물의 여왕,뒤로 갈수록 힘이 빠지는 아쉬움은... 주인공 얼굴보는 낙으로...
눈물의 여왕,"극 초반 흥미와 배우들의 케미, 연기가 다 했지만 마지막 갈수록 서사와 설정이 아쉬움. 그 격차가 너무함"
눈물의 여왕,스토리가 이토록 엉망인데도 인기작이 된다는 게 놀라움 배우 연기에 기대는 안일함의 끝
눈물의 여왕,의문점 2가지. 역대 시청률과 제목의 의미
눈물의 여왕,개연성...
눈물의 여왕,이젠 신데렐라가 혼수 마련해 오셔야 합니다. 3회 보다가 하차.
눈물의 여왕,우리가 함께 흘린 눈물로 써 내려간 기적의 궤적.
눈물의 여왕,초반에 재미있게 봤는데 재벌집 시골로 도피한 뒤로 모든게 달라졌어
눈물의 여왕,너무 재밌음..
눈물의 여왕,어쩌면 드라마로 익숙할 수 있는 이야기마저 새롭게 만드는 주조연 배우의 캐스팅과 연기합
눈물의 여왕,"박지은 오랫만에 절었다,, 늙어버린 김수현도 안쓰럽"
눈물의 여왕,배우드늘이 다 했지만 재밌다
눈물의 여왕,"이게 재미있다고? 진짜? 볼거는 배우들뿐... 스토리, 연출 멸망수준..."
눈물의 여왕,Best K-drama 2024
눈물의 여왕,Perfect
눈물의 여왕,새로운 것은 없다
눈물의 여왕,내용은 별로지만 배우들의 연기는 좋다.
눈물의 여왕,10회까지 재미있었던 것같다 그 후론 그 내용 보는 게 스트레스였다 배우들의 비주얼 연기력이 아까웠던 드라마 이 배우들 아니면 안봤을텐데
눈물의 여왕,Good
아가씨(확장판),박찬욱의 화면과 조영욱의 음악은 탁월한 조합 + 박찬욱 변태력 만땅(여러모로)
아가씨(확장판),"러닝타임이 길어졌지만, 늘어지는 파트가 거의 없이 이야기의 깊이와 감정선만 깊어졌다."
아가씨(확장판),"박찬욱감독의 영화는 볼때마다 감탄이 나온다. 눈에 보이는 의상, 배경, 인물, 연출과 대사와 분위기 모두 잘 짜여진 예술작품같다. 이시대에 그의 작품을 볼 수 있는게 그저 고맙다."
아가씨(확장판),시간이 흘러 다시 보니 보이는 여러 요소들...김태리와 김민희가 아니었으면 안 되는 영화라고 생각한다
아가씨(확장판),능글능글한 조진웅과 하정우의 연기가 아름다운 배경과 미스매치되면서 영화는 더 재밌어진다
아가씨(확장판),도파민 충전에 딱 좋은 자극적 영화
아가씨(확장판),그들의 여정은 완벽했다
공동경비구역 JSA,분단의 현실에 고통받는 건 왜 늘 평범한 사람들일까
공동경비구역 JSA,“한국형 웰메이드” 영화의 시초작. 박찬욱이라는 천재감독의 화려한 등장. 우정이 넘을 수 없는 이념의 끝은 처참하다.
공동경비구역 JSA,이병헌 송강호 박찬욱 그리고 신하균 최고였다
공동경비구역 JSA,이데올로기가 윗사람들이 아닌 평범한 일반 서민에게 미치는 영향은 뭘까? 그것 때문에 죽고 죽일 정도로 중요한걸까...
공동경비구역 JSA,"눈을 감고하는 파티, 뜨고 나니 높은 절벽 위에서"
공동경비구역 JSA,비극은 언제나 갑자기 찾아온다
공동경비구역 JSA,분단이라는 허상이 가지고 온 허허로운 비극.
공동경비구역 JSA,아름다웠기에 비극적이다. 대중성과 작품성 어느하나 빼놓지 않은.
공동경비구역 JSA,결말은 계속 여운이 남는다.그게 몇년 일 지라도
공동경비구역 JSA,미니멀한 배경으로 남북 분단의 아픔을 담은 동화같은 이야기.
공동경비구역 JSA,굳건한 안보태세 확립.
공동경비구역 JSA,이 작품의 마지막 앵글이 영화의 모든 것을 말해준다.
공동경비구역 JSA,메인 디쉬(복수 3부작)를 만들기 위한 에피타이져인데 메인 디쉬 못지 않다.
공동경비구역 JSA,난 왜 박찬욱 창작 영화 보다 왜 리메이크작이 더 좋은 걸까? 공동경비구역 JSA와 올드보이는 진짜 잘 만든 리메이크
공동경비구역 JSA,사진 한 장에 담긴 스릴 넘치는 우정
공동경비구역 JSA,"이념인가, 우정인가."
공동경비구역 JSA,남북 영화 중 한참이 지나도 꼿꼿히 선두를 유지한다.
공동경비구역 JSA,김광석의 이등병의 편지를 군에 가기전에 엄청 불렀을 시기에 이데올로기 척인 북한소재로한 영화로 재미도 스토리도 감동까지 다 있는 선뭁같은 영화
공동경비구역 JSA,이념 갈등 속에서 벌어져버린 허무한 비극들
공동경비구역 JSA,한국 영화사에 길이 남을 명작. 분단의 아픔과 인간의 보편적인 가치를 담은 작품.
공동경비구역 JSA,극단에 닿은 사람들의 선택은
공동경비구역 JSA,"'형제는 무슨 우린 적이야"" 20여년이 흐른 지금 형제애는 하나도 남지 않았다."
공동경비구역 JSA,.
공동경비구역 JSA,지금 다시봐도 명작이다.. 박찬욱의 시작!
공동경비구역 JSA,선을 타고 넘나드는 비극
공동경비구역 JSA,송강호가 쪼코파이를 입에 넣었다 뱉어내는 장면이 잊히지 않는다
공동경비구역 JSA,저들이 뭔 죄가 있다고
공동경비구역 JSA,우리 나라에서만 가능한 이야기. 초코파이 먹고 사이다를 먹어야 하는데 어딘가 꽉 막힌 상황. 잘 표현했다.
