movie_title,review
메이 디셈버,인고를 견디지 못하고 번데기에서 빨리 탈피해버린 나비의 이야기.
메이 디셈버,셋의 연기를 따라가다 보면 시간이 빠르게 지나간다
메이 디셈버,애벌래가 나비가 되는 과정에서 그 사이 번데기의 비밀은 아무도 모른다
메이 디셈버,간만에 으른영화를 만난느낌. 타인을 이해하려고 분해하다 보면 파편이 다른 사람에게 튄다.
메이 디셈버,심리스릴러로 세 인물의 삼각형을 구축하는 힘이 좋다. 다만 가끔씩 과잉되는 표현에 몰입이 힘든 구석이 있다.
메이 디셈버,견고한 트라우마에 갇힌 내면의 거울.
메이 디셈버,욕망에 감춰진 진실이 깨어날 때
메이 디셈버,메이디셈버
메이 디셈버,"하나의 인생이라는 건 한낱 이야기가 아닌 삶, 캐릭터가 아닌 사람. 타인을 완전히 이해한다는 것이 얼마나 어리석은지."
메이 디셈버,인간은 대개 도덕적 회색 지대에 산다. 어떤 사람이 누가 봐도 명확한 큰 실수를 했어도 그 사람을 제3자가 제대로 파악하기란 너무나 어려운 일이다.
메이 디셈버,로맨스영화인줄 알았는데 범죄영화로 끝을 본 느낌.
메이 디셈버,.
메이 디셈버,36살에 13살과 관계 맺은 그레이시의 나이가 된 조와 엘리자베스는 공교롭게 동갑이다. 36살이 되어서야 비로소 각성한 아픈 성장이 성충이 된 나비와 교차된다.
메이 디셈버,가스라이팅의 시작? 살짝만 한눈 팔아도 쫓아가기 어려웠던~ 하지만 몰입감이나 두 여자의 연기가 무척 인상적이었다 개봉하면 n차 하러 갑니다
메이 디셈버,"May December, 봄과 겨울, 23살의 나이 차이, 보여지는 나와 바라보는 나, 결코 알 수 없는 타인의 속내. 그 거미줄에 얽힌 자신의 운명을 벗어나지 못하는 고통."
메이 디셈버,뱀과 나비를 감싸고 있던 껍데기 속
메이 디셈버,누군가에는 5월의흙먼지가 12월의눈으로 씻기지않는다
메이 디셈버,음향 감독님 저희보다 앞서나가지 말아주세요
메이 디셈버,진짜가 되지 못하는 이야기
메이 디셈버,세 사람뿐만 아니라 전개 또한 미숙하였음을.
메이 디셈버,'나이브한 것도 재능이다'라는 냉소
메이 디셈버,결말까지 달리게하는 긴장감이 압권
메이 디셈버,인터뷰로 흘러가는 서사. 로맨스를 빙자한 범죄 스릴러
메이 디셈버,각본의 힘만으로도 유려하게 흘러간다.
메이 디셈버,싸구려 스토리를 통해 섣부른 편견을 다각적으로 비웃어버리는 두 여배우의 영화.
메이 디셈버,위태로운 벼랑까지 밀어붙이는 연기로 압도한다
메이 디셈버,비행은 흔들리며 잡는 균형이란 걸 탈피 전엔 알수 없으니까. 애벌레에겐 나비의 비행이 비행(非行)과 겹칠 수밖에.
메이 디셈버,애벌레가 번데기를 거쳐 나비가 되는 과정
메이 디셈버,시종일관 예민한 분위기의 연속. 잘 나온 영화지만 내 스타일이 아닐 뿐.
메이 디셈버,남에게 거짓이든 진실이든 나로써 진실이라면 그건 옳은 선택이었을까
메이 디셈버,한 번 더 찍어본다 한들 진실에 가까워질 수는 없다
메이 디셈버,메이 디셈버 정보 출연진 평점 줄거리 리뷰 결말 후기 해석 서른 여섯 열세 살 토드 헤인즈식 사랑 영화 추천
메이 디셈버,유약한 외연 아래 오랜 시간동안 깊게 파놓은 수렁
메이 디셈버,나는 당신이 되기는 커녕 당신을 정확히 알 수도 없다.
메이 디셈버,개봉 이틀째날에 만난 영화.. 조금 그런 느낌의 내용속에서 두 여배우의 연기대결은 빛났다
메이 디셈버,조는 그레이시와 함께 할 때 성장하지 못했다
메이 디셈버,한 인간을 온전히 이해한다는 것은 불가능하다
메이 디셈버,8.6/모든 게 다 괜찮고 문제없길 바라며 그렇게 믿어 의심치 않는 여자. 20년전 그 때에 머무른 36살이지만 13살이기도 한 남자. 그들의 이야기만을 취해 욕망을 채우는 여자.
메이 디셈버,"어쩌면 우리는 매 순간 감정을 연기 (演技)하거나, 혹은 연기 (延期)하고 있는 것일지도 모른다."
메이 디셈버,나도 나를 안다고 확신하기 어려운데 너를 알겠다고 말할 수 있는 자는 누구인가
메이 디셈버,"'조'라는 캐릭터에 연정이 느껴졌다. 알에서 애벌레, 그리고 번데기에서 자유를 얻은 나비의 존재가 바로 '조' 라는 생각을 합니다. N차관람임에도 러닝타임이 후딱 지나갔어요 굿"
메이 디셈버,스산한 음악과 서늘한 시선 사이 불안한 진실
메이 디셈버,이야기를 쪽 빨아먹고 날아가버리는 나비. 그 나비가 관객과 극중인물 모두에게 드러내는 온갖 미묘한 관계들. 그럼에도 그것이 과연 '진실'에 닿을 수 있을지는 요원하다.
메이 디셈버,충격적인 실화와 연기 차력쇼
메이 디셈버,[메이 디셈버] 짧은 관람 후기
메이 디셈버,모방에서 일치로 나아가는 감정의 소용돌이
메이 디셈버,보호라는 이름으로 가려진 억압과 속박의 그늘
