movie_title,review
쓸쓸하고 찬란하神: 도깨비,겨울만 되면 생각나는 이야기. 서브커플에 마음 찢기고 메인커플에 눈물콧물 빼던 그날의 겨울로 돌아가는 OST. 역시 잘되는 드라마는 OST가 좋다.
쓸쓸하고 찬란하神: 도깨비,지금도 한번씩 찾아보는 최애 들마중 하나. 우리의 영원한 도깨비
쓸쓸하고 찬란하神: 도깨비,"2016년 겨울 행복했던 여러분 , 저는 2024년 겨울 행복합니다."
쓸쓸하고 찬란하神: 도깨비,"하 너무 갓벽한 작품. 판타지 별로 안좋아하는데, 보는 내내 행복하게 만든 작품 OST까지 갓벽👍👍"
쓸쓸하고 찬란하神: 도깨비,인생드라마. 아직도 종종 보는 드라마. 사랑해요.
쓸쓸하고 찬란하神: 도깨비,메인 커플보다 서브 커플이 더 마음에 남은 이야기.
쓸쓸하고 찬란하神: 도깨비,기년이 흘러도 언제나 겨울이 되면 첫눈으로 올 드라마.
쓸쓸하고 찬란하神: 도깨비,어휴 말해뭐해 주인공 세명 비쥬얼부터가 이미 별 5개임... 결말을 향할수록 시청자 입장에서 아쉬운게 있긴 했지만...
쓸쓸하고 찬란하神: 도깨비,아직도 크러쉬의 뷰티풀을 들으면서 설레인다. 공유 김고은 이동욱 유인나 모두 더할나위없이 좋았다
쓸쓸하고 찬란하神: 도깨비,"판타지, 러브 코미디 그리고 슬픈 비극까지 한국 드라마의 최고치."
쓸쓸하고 찬란하神: 도깨비,"이게 진짜 웰메이드 드라마. 몇 번 봐도 안 질리는 참신함과 차진 대사들, 볼 때마다 새로 보이는 복선. 한국 최고의 판타지 드라마"
쓸쓸하고 찬란하神: 도깨비,역시 김은숙 작가님!
쓸쓸하고 찬란하神: 도깨비,내인생에도 신이 머물다가는 순간이 있길 바라며~~ 너무재미있게본드라마 대사도 좋고~배우님들 연기도 너무좋고 코믹한요소들도 딱 내스타일인 내 최애드라마중 하나^^
쓸쓸하고 찬란하神: 도깨비,종영 후에도 10번 넘게 본 띵작.. 어설프지 않은 CG 덕분에 과몰입 가능한 도깨비 월드
쓸쓸하고 찬란하神: 도깨비,사람들이 많이보는덴 이유가있지
쓸쓸하고 찬란하神: 도깨비,겨울이면 꼭 보는 정말 사랑해 머지않는 드라마
쓸쓸하고 찬란하神: 도깨비,겨울이면 몇번이고 찾아보는 꿈같은 스토리. 듣기만 해도 가슴이 뭉클하고 전율이 흐르는 OST까지 인생 드라마로 꼽을 만한 이유가 넘쳐나는 작품. 풍부한 연기와 대사가 명품. 추천~
쓸쓸하고 찬란하神: 도깨비,긴 호흡으로 험한 세월을 견더낸 판타지의 감각적 서사.
쓸쓸하고 찬란하神: 도깨비,명작 드라마
쓸쓸하고 찬란하神: 도깨비,도깨비 시청하는 모든 날이 눈부셨다. 판타지 세계관이 매혹적이고 ost도 모두 주옥같다. 인간의 4번의 생애 후에 도깨비는 어떡해 ㅠㅠ
쓸쓸하고 찬란하神: 도깨비,도깨비..다른 설명이 필요한가요?볼때마다 새로운작품을 보는듯한 신기한드라마..봐도봐도 질리지않아요.
쓸쓸하고 찬란하神: 도깨비,2024년 지금 봐도 재미있는 드라마...
