movie_title,review
파일럿,"페미니스트가 먼든 최악의 영화.. 이런걸 투자받고 촬영했다는게 기겁할정도 고작 회식때 ""이쁘다""는 말이 한 집안을 무너뜨릴만큼 죄악시 되는것을 말해주는 영화 보면서 너무 불편했음"
파일럿,누가 피해자인가? 극적 연출을 빙자한 과한 스토리전개 조정석표 개그로 그냥 웃고 넘어가기엔 중간중간 나오는 어딘가 불쾌한 풍자. 결국 그 어떤것도 제대로 마무리짓지 못한 아쉬움
파일럿,바비 관람평에도 썼던 말이지만 불편했다면 돌직구 제대로 맞았다는 것. 조정석 아니면 누가 하나 싶은 연기였지만 뽀드윅이 자꾸 겹쳐 0.5점 뺐다 😂 너무 웃김 킬링타임 제대로!
파일럿,시류와 웃음을 싣고 용기있는 비행을 완주해내는 영리한 영화. 이주명이라는 배우를 발견하고 조정석이라는 장르를 봤다.
파일럿,한 배우가 모든 걸 끌고가게 한 평이하고 게으른 리메이크. 그리고 모순된 메시지의 적반하장과 역겨움. 정말 오랜만에 취존을 불가능하게 만들었다.
파일럿,재미있다기엔 애매하고 재미없다기엔 많이 웃었다. 조정석의 원맨쇼를 보는 기분.
파일럿,이것도 영화라고... 중간에 나온 영회는 인생 처음이다
파일럿,조정석이였기에 그나마 먹혔다
파일럿,111분의 러닝타임. 100분의 후회.
파일럿,"감독 성별이 곧바로 예상되는 억지 선동, 열등감덩어리 그자체... 남자는 저능아에 성욕에 미친놈들만 나오는 쓰레기 스토리 라인"
파일럿,지금 보고 나오면서 욕... 만 하고 나왔다. 어떻게 이런 시나리오로 영화를 만들끄. 정말 한국영화를 20년전으로 후퇴시킨 영화이다.
파일럿,개인적으로 별 기대 없이 본 영화인지라 내용은 그저그러 했는데.. 그나마 한선화 가 구원 투수 였다.킬링타임용으로 고만고만하다.
파일럿,흔한 소재로 젠더메세지를 버무린 노잼영화
파일럿,이것도 영화라고~~~
파일럿,예상대로 흘러가는 뻔한 코미디.. 조정석식 유머코드 딱 그정도.. 한선화의 재발견
파일럿,진짜 쉴 틈 없이 웃었습니다! 스토리 너무 좋고 웃음 재미 감동 다 담겨 있어요! 조정석 배우님 역시 이번에도 연기 장난아니었고 한정미가 자꾸 생각나요! 재밌어서 또 보고싶어요!
파일럿,간만에 웃었다.
파일럿,"가볍게 보기 좋은 영화, 올해 본 영화중에 가장 크게 웃었던 재미있는 영화 였습니다. 조정석표 코미디는 역시 믿고 보는 것 같아요. 한선화랑 조정석의 티키타카 케미가 코믹 포인트✨"
파일럿,중도에 선 순한맛 영화라 양쪽에서 동시에 욕을 먹고 호불호가 갈리는 이유도 알겠는데 난 이런 영화가 정말 필요한 시기라고 생각해서 좋았음. 극장 가서 보길 잘했다.
파일럿,메세지보다 중요한 건 영화의 완성도. 전형적인 한국 드라마를 보는 듯 했다.
파일럿,시간을 때워야 하는데 극장이 부근에 있으면 봐요. 일부러 가서 보기에는 아깝다는 생각이 든다.
파일럿,불편한걸 인지하셨다면 영화가 제대로 만든거 같습니다 ^^ 너무 웃기고 재미있었는데 굳이굳이 여기 평점 낮게 주시는거 보면 많이 찔리시나봐요
파일럿,여기 별점테러자들은 부정적이고 심성이 꼬인사람들이라 생각함. 코믹영화에서 도대체 뭘 기대하는건지?? 연기자들 너무 연기 잘 하고 특히 조정석 간만에 스트레스풀고 왔구만
