movie_title,review
트랜스포머,처음 봤을때의 전율이란..
트랜스포머,충격적이었으면서 한편으로는 성공작이었지. 이때만 하더라도.
트랜스포머,ONE 보고오니 다시 또 보고싶어짐
트랜스포머,“내 장난감도 사실은?”
트랜스포머,띵작
트랜스포머,로봇 영화의 혁명
트랜스포머,1편까지는 정말괜찮았어
트랜스포머,후속작이 나올수록 악평을 받는 트랜스포머 시리즈를 보면서 내가 1편을 극장에서 세번 본 기억이 떠오름.. 띵작
트랜스포머,눈뽕과 액션은 훌륭. 스토리는 한 줄만 쓴 듯
트랜스포머,극장에서 처음 봤을 때는 정말 신세계
트랜스포머,눈과 머리가 너무 즐겁다
트랜스포머,샛별 행성 소년과 로봇 외계인들
트랜스포머,비주얼 혁명
트랜스포머,충격의 1편
트랜스포머,충격 그 자체였던 강렬한 첫인상
트랜스포머,옵티머스 프라임 목소리에 녹아들음
트랜스포머,완벽한 로봇이였는데...
트랜스포머,마지막 전투씬은 인상적이였다
트랜스포머,초등학생 때 트랜스포머를 얼마나 좋아했던지... 게임도 트랜스포머류만 한창 했었던 기억이 있음. 물론 영화는 3까지 보고 안 봄
트랜스포머,범블비!!!!!!!
트랜스포머,어제 친구랑 보면서도 cg가 대단하다는 얘길 했는데 오늘 놈놈놈을 보니까 확실히 차이가 난다.
트랜스포머,이게 로봇이고 이게 낭만이지
트랜스포머,😁
트랜스포머,옵티머스의 변신장면을 처음 봤을 때 그 충격은 아직도 잊지 못하겠다
트랜스포머,4.0
트랜스포머,"영상이 너무 좋았다. 그리고, OST"
트랜스포머,로봇 cg가 대유행하게 만든 유명한 작품
트랜스포머,다 커서 생긴 변신 로봇에 대한 로망
트랜스포머,1편만큼은 정말 신선한 충격..
트랜스포머,.
트랜스포머,아임 옵티머스 프라임.
트랜스포머,커서 다시 보니까 장면하나하나가 오글거려 미치는줄 알았다.
트랜스포머,다시보니 전반부가 너무 길고 지루하다..
트랜스포머,남자들의 로망. 아직도 후속작이 나오면 영화관을 가는 이유.
트랜스포머,"놀라운 CG, 유치시시한 서사"
트랜스포머,이때가 정말로 좋았었지
트랜스포머,영화 02
트랜스포머,내가 명작을 볼 줄 모르는걸까 하고 의심했던 작품
트랜스포머,"속편이 나오기 전에는 시리즈의 미래를 기대했으나, 속편이 나온 후에는 이게 최선임을 깨닫고 한탄했다."
트랜스포머,비싼 장난감 광고
트랜스포머,"훌륭한 비주얼은 인정, 재미는 글쎄."
트랜스포머,070628 130829
트랜스포머,기계가 로봇으로 변하는 장면들은 가히 압도적
트랜스포머,명성에 비해 실망스럽다
